"x1","x2","y"
44.3952435344779,26.4479671815035,39.5296326194574
47.6982251051672,31.2844185457826,40.8592640691854
65.5870831414912,28.7665406076881,45.8932136396594
50.7050839142458,28.2622870030113,39.9176161764905
51.2928773516095,25.2419071636749,37.3903309290695
67.1506498688328,29.7748613759554,46.5552895579719
54.609162059892,26.0754776527146,38.5500186500599
37.3493876539347,21.6602903170593,28.9835463871661
43.1314714810647,28.0988673985612,38.2972108947741
45.5433802990004,34.5949830453038,38.0421288129205
62.2408179743946,27.123265186958,44.4958790161399
53.5981382705736,33.0398216111252,42.1983904778225
54.0077145059405,21.9105864585542,41.0419849475072
51.1068271594512,29.7221901723773,38.4379429695492
44.4415886524593,32.5970360197173,35.0148908313607
67.8691313680308,31.5057668108336,51.7376895920718
54.9785047822924,30.5283809707447,40.765440248559
30.3338284337036,26.7964699584731,26.759723264514
57.0135590156369,25.7514782698321,38.7596767510015
45.2720859227207,24.8793560469754,32.5304183308174
39.3217629401315,30.5882329855006,32.68940440712
47.8202508534171,25.262626929076,37.7248851397644
39.7399555169276,27.5472127814967,35.3538378707722
42.7110877070886,28.7195390390088,36.3865822729181
43.7496073215074,39.219310026161,37.9132820744115
33.1330668925759,26.7402504915227,29.7081084685139
58.3778704449452,31.1769328614243,42.1328221535398
51.5337311783652,30.3898042478186,38.4493705403801
38.6186306298805,25.1907168293494,33.6358313616989
62.5381492106993,29.643459569382,43.1309273189571
54.2646422147681,37.2227542921167,47.209735326004
47.0492851700773,32.2575202653961,38.0212594767258
58.9512566104502,30.2061646099647,43.966555341473
58.7813348753304,27.8875158383019,41.2798667796766
58.2158108163749,19.7337638922974,38.8792571963501
56.8864025410009,35.6566860670709,41.5061748260112
55.5391765353759,22.6967996453759,39.2127773845553
49.3808828942328,33.6997375543867,40.6383275232813
46.9403733626008,39.5455178460874,40.9824507234494
46.1952899898762,22.780534195141,33.3687322793709
43.0529302107949,33.5089216768736,35.0018976667515
47.920827219804,28.6890125529877,36.5627199391126
37.3460364843174,22.1392792042726,33.3069233431331
71.6895596533851,22.4266617310912,45.2981711046884
62.0796199830499,21.992319132127,42.2794025424027
38.7689141679665,27.3454673891485,36.3928209440856
45.9711516470092,22.6912220750205,34.5909926753531
45.3334464637678,33.4395838648791,34.9789169837049
57.7996511833632,40.5005447026284,44.720450131922
49.1663093352817,23.5648476198241,37.6235289113978
52.5331851399475,33.9386942373759,40.696995097847
49.714532446513,33.8452112050045,38.8870768576583
49.5712954270868,31.6610128947506,38.5961171137117
63.6860228401446,24.958116958615,44.5114398019352
47.7422901434073,29.4027369668467,40.8889837040493
65.1647060442954,28.5980233241488,45.9846297951146
34.5124719576978,32.8149476661024,34.2623192709826
55.8461374963607,28.1378062194809,42.6259188453257
51.2385424384461,34.8848669334281,40.8574515082392
52.1594156874397,28.1270957111649,36.4520325512881
53.7963948275988,35.2635573278967,41.4350299770634
44.976765468907,24.7541149666697,33.9348763181774
46.6679261633058,23.6992237762094,35.5380390800388
39.8142461689291,46.205199674712,41.3690803422118
39.2820877352442,27.9157120591978,37.6019154330436
53.0352864140426,31.4911379577036,44.0601467122999
54.4820977862943,33.1828483701692,41.92960147554
50.530042267305,27.5810968714563,35.0262954039741
59.2226746787974,32.584310221568,43.6090706777256
70.5008468562714,31.8448226369254,49.9822846653599
45.0896883394346,28.9230974617915,37.9117994163897
26.9083112435919,30.3264651676266,29.4771511090524
60.0573852446226,29.8296637313077,45.3462106005365
42.9079923741761,40.6422594950809,35.8561253360134
43.1199138353264,26.2933195186359,36.1472388645207
60.255713696967,24.5200186646267,41.5907480150171
47.1522699294899,30.1889419958554,37.9824229638241
37.7928228774546,31.5524037472157,33.5112349172395
51.8130347974915,32.1826173945509,41.417636147052
48.6110863756096,27.7081733364445,37.6673451543904
50.0576418589989,24.683369330144,34.0988815333713
53.8528040112633,36.3159258804475,44.2941716993128
46.2933996820759,28.2517480602322,37.394277395807
56.4437654851883,25.6724356867331,40.3923101980577
47.7951343818125,28.8186021552945,37.779436859588
53.317819639157,29.0141205282572,40.6312232687926
60.9683901314935,35.5496014485682,46.5911144374392
54.351814908338,30.423686460986,44.5847057244198
46.7406841446877,33.7702689259226,38.0633219922537
61.4880761845109,27.5035399141387,44.3312308342664
59.9350385596212,31.072226547908,46.6259549903212
55.4839695950807,28.3765704425458,43.3633179770579
52.3873173511144,30.4729176408679,42.6260601885783
43.7209392396063,25.5231832101123,33.3624885807177
63.6065244853001,23.4459923333601,47.8420254032437
43.9974041285287,39.9860669237398,39.1279238832467
71.8733299301658,33.0035441183621,54.5714318900052
65.3261062618519,23.7436431918753,42.0843407164271
47.6429964089952,26.9441704165979,36.9467165021855
39.7357909969322,24.0725995770134,34.5895045135086
